appId,arsiv_dosya_no,muracaat_tarihi,muracaat_tipi,region,description,status
250,91772,24/9/2021,,3,Fusce consequat.,1
251,37733,12/11/2013,,1,Aliquam erat volutpat. In congue.,1
252,61010,19/1/2020,,3,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,0
253,5845,1/10/2014,,1,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",0
254,63575,26/4/2021,,2,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",1
255,89307,5/3/2011,,3,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.,1
256,71316,5/8/2016,,2,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,0
257,73956,28/8/2018,,3,Integer non velit.,1
258,4118,22/5/2020,,1,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",0
259,10114,18/10/2022,,2,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",1
260,54083,4/2/2019,,1,Maecenas pulvinar lobortis est.,1
261,4094,30/12/2010,,1,Duis mattis egestas metus.,0
262,43868,11/3/2020,,1,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",1
263,76444,15/12/2018,,1,Suspendisse potenti.,0
264,20170,13/12/2016,,1,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",0
265,104103,9/3/2015,,2,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,0
266,39759,17/12/2020,,1,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,1
267,80251,24/3/2014,,1,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",0
268,83150,10/11/2018,,3,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae.",1
269,26592,23/3/2015,,2,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",0
270,123339,21/6/2021,,1,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,1
271,8704,2/6/2012,,2,Duis consequat dui nec nisi volutpat eleifend.,0
272,81596,9/1/2020,,2,Morbi quis tortor id nulla ultrices aliquet.,0
273,32766,19/10/2016,,2,Duis mattis egestas metus.,0
274,102504,23/8/2019,,1,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",1
275,57647,28/1/2017,,3,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",0
276,9348,12/11/2022,,2,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",1
277,19989,10/10/2020,,1,Praesent blandit.,0
278,15146,24/10/2021,,2,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,0
279,37406,22/7/2023,,1,Morbi non quam nec dui luctus rutrum. Nulla tellus.,0
280,22451,17/3/2018,,2,Etiam justo.,1
281,102711,28/2/2013,,3,Curabitur at ipsum ac tellus semper interdum.,0
282,120067,29/12/2010,,2,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",1
283,112915,23/6/2017,,1,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",1
284,28303,10/12/2014,,1,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",0
285,7906,21/7/2018,,3,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",1
286,31898,3/8/2017,,2,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.,1
287,102393,13/6/2016,,2,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.",0
288,55827,6/4/2021,,1,Aenean auctor gravida sem.,1
289,96261,6/7/2018,,3,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",0
290,57958,27/4/2019,,2,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",1
291,62525,26/5/2020,,3,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",0
292,60347,7/3/2020,,1,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",0
293,97978,3/7/2021,,2,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",1
294,120708,2/4/2022,,1,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",0
295,93330,4/4/2011,,2,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,0
296,94215,28/4/2012,,1,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",1
297,69978,11/9/2015,,1,Donec posuere metus vitae ipsum. Aliquam non mauris.,1
298,33026,25/12/2016,,1,Nunc purus. Phasellus in felis. Donec semper sapien a libero.,0
299,62787,8/10/2011,,1,Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.,0
300,29206,14/11/2011,,2,Praesent blandit.,1
301,51737,29/6/2018,,1,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",0
302,21106,11/5/2017,,3,Sed ante.,1
303,15469,26/6/2020,,2,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",0
304,70472,20/11/2021,,3,Proin risus. Praesent lectus.,1
305,2267,1/2/2019,,2,Nam tristique tortor eu pede.,0
306,70916,2/10/2013,,1,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",0
307,3834,18/12/2021,,1,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,1
308,30390,5/6/2012,,1,Donec dapibus.,0
309,115127,22/1/2012,,2,Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.,1
310,7910,1/8/2023,,1,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,1
311,38637,30/1/2021,,3,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1
312,37892,13/9/2022,,2,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.,1
313,87962,7/7/2021,,3,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,1
314,58538,23/10/2015,,3,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",0
315,9155,5/9/2017,,1,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",1
316,34723,4/11/2014,,3,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",1
317,94032,27/4/2016,,1,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",0
318,115088,9/8/2019,,1,Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,0
319,44331,29/10/2013,,3,Duis aliquam convallis nunc.,1
320,1680,26/1/2016,,2,Pellentesque eget nunc.,1
321,71501,10/6/2014,,2,Nulla tellus. In sagittis dui vel nisl.,1
322,57055,6/6/2020,,2,Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,1
323,123382,28/7/2017,,2,Suspendisse accumsan tortor quis turpis. Sed ante.,0
324,60889,13/11/2020,,2,Pellentesque eget nunc.,0
325,75402,31/10/2018,,2,Donec semper sapien a libero.,0
326,82265,23/12/2010,,1,Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,1
327,92728,14/8/2014,,1,Aenean sit amet justo.,1
328,84167,15/11/2020,,2,Mauris sit amet eros.,0
329,34645,19/6/2013,,1,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",0
330,41339,24/5/2011,,2,Fusce consequat.,0
331,123365,13/2/2020,,1,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",0
332,85390,6/3/2016,,3,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",1
333,56658,7/9/2020,,2,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,0
334,72819,11/9/2016,,1,Fusce posuere felis sed lacus.,1
335,37428,30/5/2011,,2,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",0
336,20892,28/10/2010,,2,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",1
337,91500,16/10/2022,,3,Integer non velit.,1
338,107979,1/11/2014,,2,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",0
339,8133,30/4/2023,,2,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,0
340,36423,8/4/2023,,3,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,0
341,109240,12/6/2014,,1,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",0
342,52793,19/7/2011,,1,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,0
343,118040,16/9/2014,,2,Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.,1
344,115483,15/10/2010,,1,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",1
345,101650,21/5/2016,,3,Nulla suscipit ligula in lacus.,1
346,59490,17/2/2019,,3,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",1
347,108822,20/1/2022,,3,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",0
348,22549,7/9/2019,,1,Aenean lectus. Pellentesque eget nunc.,0
349,119647,1/3/2015,,2,Praesent lectus.,1
350,120262,4/1/2017,,2,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",0
351,122735,17/10/2016,,1,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,0
352,21277,6/1/2021,,1,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.,1
353,89130,1/9/2022,,1,Donec dapibus.,1
354,74503,16/5/2015,,3,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",0
355,106965,26/2/2011,,2,In congue. Etiam justo.,0
356,42160,6/1/2015,,2,Nulla nisl. Nunc nisl.,0
357,112036,20/1/2012,,2,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",0
358,98587,27/9/2019,,3,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",0
359,46912,20/7/2019,,1,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",1
360,123377,15/2/2021,,1,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",1
361,113813,1/9/2017,,2,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",1
362,72581,6/4/2015,,3,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",1
363,53935,22/5/2016,,3,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",1
364,58715,12/10/2020,,2,Suspendisse potenti. Cras in purus eu magna vulputate luctus.,1
365,16424,26/9/2018,,2,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",0
366,57505,19/3/2022,,2,Suspendisse potenti. Cras in purus eu magna vulputate luctus.,1
367,3544,27/6/2013,,1,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",0
368,51221,14/9/2017,,3,Aenean auctor gravida sem.,1
369,108627,21/11/2015,,1,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",0
370,107477,26/9/2013,,2,Vestibulum rutrum rutrum neque.,1
371,67436,13/1/2019,,3,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",0
372,55494,30/11/2019,,3,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",1
373,100689,7/2/2013,,1,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,1
374,106371,18/6/2021,,3,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",1
375,44804,7/3/2023,,3,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",0
376,27329,4/7/2012,,1,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.,1
377,87495,2/11/2022,,3,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",0
378,20781,3/9/2015,,3,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",1
379,110082,4/5/2014,,2,Nunc purus.,1
380,12272,12/8/2018,,3,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,1
381,36750,25/12/2010,,1,In congue. Etiam justo.,1
382,19366,7/1/2013,,3,Vivamus tortor.,1
383,63051,12/7/2014,,1,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",1
384,33534,19/9/2012,,3,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",0
385,71385,4/8/2019,,3,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,0
386,29196,22/6/2023,,1,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.,1
387,69719,24/2/2021,,2,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue.",1
388,69848,18/3/2012,,1,Maecenas tincidunt lacus at velit.,1
389,3193,5/11/2020,,3,Phasellus in felis. Donec semper sapien a libero.,0
390,90259,14/5/2023,,2,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",1
391,115647,18/9/2014,,3,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",0
392,9183,14/2/2015,,2,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,1
393,120329,5/7/2013,,2,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",0
394,58869,15/9/2018,,2,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,0
395,119152,17/3/2012,,3,Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.,0
396,76055,5/2/2013,,3,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",0
397,120385,7/4/2011,,3,Integer ac leo.,0
398,36602,13/4/2011,,1,Morbi non quam nec dui luctus rutrum.,0
399,110228,16/5/2023,,1,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",0
400,76611,21/4/2023,,2,Ut tellus. Nulla ut erat id mauris vulputate elementum.,0
401,100583,16/5/2017,,3,Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.,1
402,44172,21/9/2020,,2,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",1
403,47335,10/1/2021,,1,Curabitur at ipsum ac tellus semper interdum.,0
404,32096,29/11/2012,,3,Nullam varius.,0
405,71974,28/2/2014,,1,Vivamus vel nulla eget eros elementum pellentesque.,1
406,120874,10/10/2011,,3,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",0
407,37721,22/8/2020,,3,Pellentesque viverra pede ac diam.,0
408,54797,22/7/2011,,1,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",0
409,114774,23/6/2022,,2,Curabitur in libero ut massa volutpat convallis.,0
410,19234,1/4/2014,,1,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",0
411,67924,2/7/2018,,1,Nullam molestie nibh in lectus.,0
412,50678,6/6/2012,,1,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",1
413,34584,13/4/2016,,2,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",0
414,10420,12/1/2019,,1,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",0
415,15972,12/9/2018,,1,Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.,1
416,43792,4/10/2017,,1,Phasellus in felis. Donec semper sapien a libero. Nam dui.,1
417,119594,7/5/2023,,1,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,1
418,110620,22/8/2014,,2,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.,1
419,77202,31/3/2013,,1,Morbi quis tortor id nulla ultrices aliquet.,0
420,11508,15/10/2010,,3,Donec vitae nisi.,0
421,50489,20/7/2023,,2,In hac habitasse platea dictumst. Etiam faucibus cursus urna.,0
422,58013,23/7/2012,,2,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",0
423,12702,2/11/2020,,3,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",1
424,50340,22/7/2022,,2,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,1
425,8799,3/9/2019,,3,Maecenas pulvinar lobortis est.,1
426,99080,13/4/2013,,2,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",1
427,28069,3/11/2019,,3,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",0
428,122651,6/4/2020,,2,Vestibulum ac est lacinia nisi venenatis tristique.,0
429,17038,22/8/2023,,3,Vivamus tortor. Duis mattis egestas metus.,0
430,25648,30/11/2014,,1,Integer ac leo. Pellentesque ultrices mattis odio.,1
431,73273,8/6/2013,,2,Quisque porta volutpat erat.,0
432,47389,19/6/2022,,1,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi.",0
433,103188,15/12/2017,,2,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",0
434,16261,17/9/2015,,3,Donec posuere metus vitae ipsum.,0
435,101739,31/7/2013,,2,Etiam vel augue. Vestibulum rutrum rutrum neque.,1
436,120484,20/1/2023,,2,Aliquam quis turpis eget elit sodales scelerisque.,0
437,79810,23/10/2015,,1,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",1
438,10222,13/10/2013,,2,Duis mattis egestas metus. Aenean fermentum.,1
439,118970,3/2/2015,,3,Donec posuere metus vitae ipsum.,1
440,21350,16/6/2016,,3,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,0
441,30201,25/2/2011,,3,Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,1
442,12740,23/2/2021,,3,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,1
443,69113,27/5/2015,,1,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",1
444,11990,27/1/2019,,1,Fusce consequat.,0
445,57920,6/3/2017,,1,Curabitur in libero ut massa volutpat convallis.,1
446,88279,20/11/2017,,2,Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,1
447,102921,3/3/2023,,3,Praesent blandit.,0
448,22433,23/8/2021,,1,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",0
449,37630,17/10/2012,,1,Donec semper sapien a libero. Nam dui.,0
450,81458,10/7/2022,,1,Ut tellus. Nulla ut erat id mauris vulputate elementum.,1
451,16085,28/6/2022,,1,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,0
452,106993,17/2/2021,,3,In hac habitasse platea dictumst. Etiam faucibus cursus urna.,1
453,59750,29/8/2012,,1,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",1
454,38725,4/3/2017,,2,Maecenas tincidunt lacus at velit.,1
455,67539,3/2/2018,,3,Aliquam quis turpis eget elit sodales scelerisque.,0
456,44288,28/7/2023,,2,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",0
457,51430,30/7/2023,,3,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",0
458,72197,5/8/2017,,1,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",0
459,68166,8/4/2022,,3,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",1
460,59212,11/4/2016,,3,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",0
461,95118,13/2/2022,,1,Nam nulla.,0
462,66797,5/1/2017,,1,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",1
463,78498,19/5/2021,,1,Maecenas ut massa quis augue luctus tincidunt.,0
464,74517,3/6/2022,,3,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",1
465,11357,1/2/2023,,2,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,0
466,31201,29/6/2013,,1,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,1
467,54557,2/9/2017,,1,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",0
468,18021,10/5/2019,,3,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",1
469,1547,16/10/2021,,1,Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,1
470,39094,8/8/2016,,1,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",0
471,39518,7/10/2016,,2,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",0
472,88622,23/2/2014,,3,Aenean sit amet justo. Morbi ut odio.,1
473,105711,10/3/2023,,1,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.,0
474,7468,31/5/2018,,1,Nunc purus. Phasellus in felis. Donec semper sapien a libero.,0
475,19495,6/2/2014,,1,Morbi non quam nec dui luctus rutrum.,1
476,53597,11/3/2016,,1,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",1
477,100034,11/11/2021,,1,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",0
478,26738,1/8/2012,,2,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",1
479,63248,16/4/2014,,3,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",0
480,13549,16/2/2021,,1,Integer ac leo. Pellentesque ultrices mattis odio.,1
481,104160,11/4/2013,,3,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",1
482,18255,24/9/2013,,2,Vestibulum rutrum rutrum neque.,1
483,115979,13/3/2021,,2,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",1
484,14926,30/12/2013,,3,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",0
