sokakid,sokakkod,sokakname,district_id,durum
266509,,BARBAROS (Cadde),50283,1
954950,,D-100 KARAYOLU (Cadde),50283,1
446728,,FEVZİ ÇAKMAK (Cadde),50283,1
362676,,İLYAS UZUNER (Cadde),50283,1
268455,,İSTANBUL (Cadde),50283,1
268456,,İSTASYON (Cadde),50283,1
266510,,KADIOĞLU (Cadde),50283,1
266511,,KIZILAY (Cadde),50283,1
266512,,MEHMET AKİF ERSOY (Cadde),50283,1
446729,,MİLLET (Cadde),50283,1
104248,,ŞEHİT HASAN TAHSİN BÜYÜKÇOBAN (Cadde),50283,1
452361,,ŞEHİT NUMAN DEDE (Cadde),50283,1
268454,,YENİ BAĞDAT (Cadde),50283,1
452360,,YILDIZ (Cadde),50283,1
474695,,1301. (Sokak),50286,1
115748,,1301/1. (Sokak),50286,1
90881,,1301/2. (Sokak),50286,1
260994,,1301/3. (Sokak),50286,1
713008,,1301/4. (Sokak),50286,1
671939,,1301/5. (Sokak),50286,1
115708,,1302. (Sokak),50286,1
260999,,1302/1. (Sokak),50286,1
115610,,1302/2. (Sokak),50286,1
398725,,1302/3. (Sokak),50286,1
484511,,1302/4. (Sokak),50286,1
634853,,1302/5. (Sokak),50286,1
673613,,1302/6. (Sokak),50286,1
696320,,1303. (Sokak),50286,1
710176,,1303/1. (Sokak),50286,1
476392,,1303/2. (Sokak),50286,1
673612,,1303/3. (Sokak),50286,1
634852,,1303/4. (Sokak),50286,1
480252,,1304. (Sokak),50286,1
718710,,1305. (Sokak),50286,1
669991,,1306. (Sokak),50286,1
673014,,1306/1. (Sokak),50286,1
671952,,1306/2. (Sokak),50286,1
673740,,1306/3. (Sokak),50286,1
638299,,1306/4. (Sokak),50286,1
477710,,1307. (Sokak),50286,1
707900,,1308. (Sokak),50286,1
86062,,1308/1. (Sokak),50286,1
672681,,1308/2. (Sokak),50286,1
672680,,1308/3. (Sokak),50286,1
709633,,1308/4. (Sokak),50286,1
473927,,1308/5. (Sokak),50286,1
480268,,1308/6. (Sokak),50286,1
709637,,1308/7. (Sokak),50286,1
670709,,1309. (Sokak),50286,1
86026,,1310. (Sokak),50286,1
673766,,1311. (Sokak),50286,1
673701,,1311/1. (Sokak),50286,1
81780,,1312. (Sokak),50286,1
260338,,1312/1. (Sokak),50286,1
643278,,1312/10. (Sokak),50286,1
645928,,1312/11. (Sokak),50286,1
638301,,1312/12. (Sokak),50286,1
711431,,1312/2. (Sokak),50286,1
711432,,1312/3. (Sokak),50286,1
713733,,1312/4. (Sokak),50286,1
713734,,1312/5. (Sokak),50286,1
474380,,1312/6. (Sokak),50286,1
449152,,1312/7. (Sokak),50286,1
643273,,1312/8. (Sokak),50286,1
643275,,1312/9. (Sokak),50286,1
670931,,1313. (Sokak),50286,1
673208,,1313/1. (Sokak),50286,1
384937,,1313/2. (Sokak),50286,1
384925,,1313/3. (Sokak),50286,1
673007,,1313/4. (Sokak),50286,1
673590,,1313/5. (Sokak),50286,1
673216,,1313/6. (Sokak),50286,1
671602,,1314. (Sokak),50286,1
90877,,1314/1. (Sokak),50286,1
668507,,1314/2. (Sokak),50286,1
643271,,1315. (Sokak),50286,1
102662,,1315/1. (Sokak),50286,1
643279,,1315/2. (Sokak),50286,1
643284,,1316. (Sokak),50286,1
645932,,1316/1. (Sokak),50286,1
643282,,1316/2. (Sokak),50286,1
645931,,1317. (Sokak),50286,1
645933,,1317/1. (Sokak),50286,1
643285,,1317/2. (Sokak),50286,1
640845,,1317/3. (Sokak),50286,1
640272,,1318. (Sokak),50286,1
645956,,1318/1. (Sokak),50286,1
673008,,1318/2. (Sokak),50286,1
326921,,1318/3. (Sokak),50286,1
645615,,1318/4. (Sokak),50286,1
260448,,1319. (Sokak),50286,1
718307,,1319/1. (Sokak),50286,1
707908,,1319/2. (Sokak),50286,1
707907,,1319/3. (Sokak),50286,1
645526,,1319/4. (Sokak),50286,1
353089,,1320. (Sokak),50286,1
486240,,1321. (Sokak),50286,1
739252,,1322. (Sokak),50286,1
23734,,1323. (Sokak),50286,1
23342,,1325. (Sokak),50286,1
447178,,1326. (Sokak),50286,1
734205,,1327. (Sokak),50286,1
270044,,1327/1. (Sokak),50286,1
713735,,1327/3. (Sokak),50286,1
713732,,1327/4. (Sokak),50286,1
713731,,1327/5. (Sokak),50286,1
734204,,1328. (Sokak),50286,1
317207,,1330. (Sokak),50286,1
673589,,1331. (Sokak),50286,1
643260,,1332. (Sokak),50286,1
643266,,1333. (Sokak),50286,1
102651,,1334. (Sokak),50286,1
102652,,1335. (Sokak),50286,1
645599,,1336. (Sokak),50286,1
634036,,1340. (Sokak),50286,1
644800,,1341. (Sokak),50286,1
670921,,1342. (Sokak),50286,1
670925,,1342/1. (Sokak),50286,1
333842,,1344. (Sokak),50286,1
668509,,AHMET PEMBEGÜLLÜ (Bulvar),50286,1
846276,,ANİBAL (Cadde),50286,1
954946,,D-100 KARAYOLU (Cadde),50286,1
829088,,DR.ZEKİ ACAR (Cadde),50286,1
645926,,GÜNEY YANYOL (Cadde),50286,1
713010,,KÖRFEZ (Cadde),50286,1
713744,,TATLIKUYU (Cadde),50286,1
72692775,,4701. (Sokak),589937,1
764306,,4702. (Sokak),589937,1
456426,,4703. (Sokak),589937,1
861097,,4704. (Sokak),589937,1
764305,,4705. (Sokak),589937,1
200376,,4706. (Sokak),589937,1
200377,,4710. (Sokak),589937,1
764307,,4720. (Sokak),589937,1
764308,,GÖLCÜK (Cadde),589937,1
75603571,,KARGALI (Cadde),589937,1
132739821,,KUZEY MARMARA OTOYOLU (Bulvar),589937,1
200374,,YAĞCILAR CUMHURİYET (Cadde),589937,1
766496,,3278. (Sokak),863019,1
416715,,3279. (Sokak),863019,1
444892,,2001. (Sokak),50277,1
266072,,2002. (Sokak),50277,1
862785,,3201. (Sokak),863019,1
887854720,,3202. (Sokak),863019,1
766576,,3203. (Sokak),863019,1
418357,,3205. (Sokak),863019,1
766573,,3206. (Sokak),863019,1
416702,,3207. (Sokak),863019,1
766577,,3208. (Sokak),863019,1
416714,,3209. (Sokak),863019,1
766160,,3210. (Sokak),863019,1
20118972,,3211. (Sokak),863019,1
766162,,3212. (Sokak),863019,1
766164,,3213. (Sokak),863019,1
766580,,3215. (Sokak),863019,1
766579,,3216. (Sokak),863019,1
862802,,3217. (Sokak),863019,1
862803,,3218. (Sokak),863019,1
766582,,3219. (Sokak),863019,1
870854,,3219/1. (Sokak),863019,1
766493,,3220. (Sokak),863019,1
766581,,3221. (Sokak),863019,1
766574,,3222. (Sokak),863019,1
862793,,3223. (Sokak),863019,1
862801,,3224. (Sokak),863019,1
314535,,3225. (Sokak),863019,1
862792,,3226. (Sokak),863019,1
862804,,3227. (Sokak),863019,1
862795,,3228. (Sokak),863019,1
862787,,3229. (Sokak),863019,1
862788,,3230. (Sokak),863019,1
862798,,3231. (Sokak),863019,1
862789,,3232. (Sokak),863019,1
862784,,3233. (Sokak),863019,1
862791,,3234. (Sokak),863019,1
766510,,3235. (Sokak),863019,1
766514,,3236. (Sokak),863019,1
314536,,3237. (Sokak),863019,1
766572,,3238. (Sokak),863019,1
314537,,3239. (Sokak),863019,1
418356,,3240. (Sokak),863019,1
862790,,3241. (Sokak),863019,1
766508,,3242. (Sokak),863019,1
862800,,3243. (Sokak),863019,1
862794,,3243/1. (Sokak),863019,1
862799,,3244. (Sokak),863019,1
862786,,3245. (Sokak),863019,1
862797,,3246. (Sokak),863019,1
862796,,3247. (Sokak),863019,1
766575,,3248. (Sokak),863019,1
766501,,3249. (Sokak),863019,1
852560220,,3249/1. (Sokak),863019,1
314530,,3250. (Sokak),863019,1
766504,,3251. (Sokak),863019,1
766502,,3252. (Sokak),863019,1
314532,,3253. (Sokak),863019,1
314529,,3254. (Sokak),863019,1
862782,,3255. (Sokak),863019,1
766506,,3256. (Sokak),863019,1
862783,,3257. (Sokak),863019,1
72868920,,3258. (Sokak),863019,1
907006590,,3259. (Sokak),863019,1
249824800,,3260. (Sokak),863019,1
992407640,,3261. (Sokak),863019,1
565564750,,3262. (Sokak),863019,1
314526,,3265. (Sokak),863019,1
314531,,3266. (Sokak),863019,1
766503,,3267. (Sokak),863019,1
766498,,3270. (Sokak),863019,1
314527,,3271. (Sokak),863019,1
766497,,3273. (Sokak),863019,1
314525,,3274. (Sokak),863019,1
314524,,3275. (Sokak),863019,1
314528,,3276. (Sokak),863019,1
911499,,700.(GOSB'DA KALIYOR) (Sokak),863019,1
40919433,,ANADOLU (Cadde),863019,1
766500,,GEBZE (Cadde),863019,1
720857721,,KUZEY MARMARA OTOYOLU (Bulvar),863019,1
766163,,MANDIRA (Cadde),863019,1
766495,,MUSTAFA KEMAL (Cadde),863019,1
766505,,ORGANİZE (Cadde),863019,1
766494,,PELİTLİ (Cadde),863019,1
766507,,PELİTLİ YOLU (Cadde),863019,1
416716,,ŞİLE (Cadde),863019,1
763769,,3301. (Sokak),828525,1
200400,,3302. (Sokak),828525,1
763768,,3303. (Sokak),828525,1
764986,,3304. (Sokak),828525,1
78765,,3305. (Sokak),828525,1
55157,,3306. (Sokak),828525,1
292665,,3311. (Sokak),828525,1
764985,,3312. (Sokak),828525,1
55149,,3313. (Sokak),828525,1
764637,,3314. (Sokak),828525,1
292663,,3315. (Sokak),828525,1
861103,,3316. (Sokak),828525,1
55158,,3317. (Sokak),828525,1
765136,,3318. (Sokak),828525,1
861102,,3319. (Sokak),828525,1
55159,,3326. (Sokak),828525,1
765135,,3327. (Sokak),828525,1
763767,,3340. (Sokak),828525,1
292661,,3341. (Sokak),828525,1
861761,,3342. (Sokak),828525,1
267496,,3343. (Sokak),828525,1
870848,,3344. (Sokak),828525,1
299310,,3350. (Sokak),828525,1
55154,,3351. (Sokak),828525,1
765132,,3352. (Sokak),828525,1
299309,,3353. (Sokak),828525,1
764984,,3354. (Sokak),828525,1
763766,,3355. (Sokak),828525,1
763765,,3360. (Sokak),828525,1
763764,,3361. (Sokak),828525,1
763763,,3362. (Sokak),828525,1
764987,,3363. (Sokak),828525,1
882357,,4334. (Sokak),828525,1
913406,,4341. (Sokak),828525,1
71591713,,ANKARA (Cadde),828525,1
765133,,CUMAKÖY CUMHURİYET (Cadde),828525,1
292662,,CUMAKÖY FATİH (Cadde),828525,1
869271,,GAZI MUSTAFA KEMAL (Cadde),828525,1
758300910,,KUZEY MARMARA OTOYOLU (Bulvar),828525,1
292660,,MEVLANA (Cadde),828525,1
765134,,ULUDERE (Cadde),828525,1
292649,,3601. (Sokak),864405,1
292648,,3610. (Sokak),864405,1
292651,,3620. (Sokak),864405,1
861100,,3630. (Sokak),864405,1
13831409,,ELBİZLİ (Cadde),864405,1
1036868,,1100. (Sokak),50295,1
809882,,1200. (Sokak),50295,1
819227,,1400. (Sokak),50295,1
1036872,,1600. (Sokak),50295,1
1063382,,1700. (Sokak),50295,1
813590,,1900. (Sokak),50295,1
816488,,200. (Sokak),50295,1
816819,,2000. (Sokak),50295,1
818447,,300. (Sokak),50295,1
811094,,3100. (Cadde),50295,1
819216,,3200. (Cadde),50295,1
819217,,3300. (Cadde),50295,1
811095,,3400. (Cadde),50295,1
811096,,3500. (Cadde),50295,1
807945,,400. (Sokak),50295,1
810928,,700. (Sokak),50295,1
809505,,800. (Sokak),50295,1
813988,,90. (Sokak),50295,1
818207,,900. (Sokak),50295,1
811093,,GENÇLİK (Cadde),50295,1
818075,,İHSAN DEDE (Cadde),50295,1
810927,,KEMAL NEHROZOĞLU (Cadde),50295,1
817777,,ŞAHABETTİN BİLGİSU (Cadde),50295,1
266071,,19 MAYIS (Cadde),50277,1
266073,,2003. (Sokak),50277,1
266074,,2004. (Sokak),50277,1
444893,,2005. (Sokak),50277,1
266075,,2005/1. (Sokak),50277,1
266076,,2005/2. (Sokak),50277,1
813979,,2005/3. (Sokak),50277,1
444894,,2006. (Sokak),50277,1
266077,,2007. (Sokak),50277,1
266078,,2008. (Sokak),50277,1
266079,,2009. (Sokak),50277,1
444895,,2010. (Sokak),50277,1
266080,,2011. (Sokak),50277,1
266081,,2012. (Sokak),50277,1
444896,,2013. (Sokak),50277,1
266082,,2014. (Sokak),50277,1
266083,,2015. (Sokak),50277,1
266400,,2016. (Sokak),50277,1
444897,,2016/1. (Sokak),50277,1
266401,,2017. (Sokak),50277,1
266402,,2018. (Sokak),50277,1
266403,,2019. (Sokak),50277,1
444898,,2020. (Sokak),50277,1
266404,,2021. (Sokak),50277,1
266405,,2022. (Sokak),50277,1
444899,,2023. (Sokak),50277,1
266406,,2024. (Sokak),50277,1
266407,,2025. (Sokak),50277,1
266408,,2026. (Sokak),50277,1
444900,,2027. (Sokak),50277,1
266409,,2028. (Sokak),50277,1
266410,,2029. (Sokak),50277,1
266411,,2030. (Sokak),50277,1
444901,,2031. (Sokak),50277,1
266412,,2032. (Sokak),50277,1
266413,,2033. (Sokak),50277,1
444902,,2034. (Sokak),50277,1
266414,,2035. (Sokak),50277,1
266415,,2036. (Sokak),50277,1
266416,,2037. (Sokak),50277,1
444903,,2038. (Sokak),50277,1
266417,,2039. (Sokak),50277,1
266418,,2040. (Sokak),50277,1
266041,,2040/1. (Sokak),50277,1
679636,,2040/2. (Sokak),50277,1
266042,,2041. (Sokak),50277,1
266043,,2042. (Sokak),50277,1
451636,,2043. (Sokak),50277,1
677763,,2044. (Sokak),50277,1
677514,,2044/1. (Sokak),50277,1
266044,,2045. (Sokak),50277,1
266045,,2046. (Sokak),50277,1
266046,,2047. (Sokak),50277,1
674723,,2047/1. (Sokak),50277,1
458192,,2048. (Sokak),50277,1
819431,,2049. (Sokak),50277,1
819433,,2049/1. (Sokak),50277,1
817459,,2049/2. (Sokak),50277,1
817460,,2049/3. (Sokak),50277,1
819434,,2049/4. (Sokak),50277,1
817461,,2049/5. (Sokak),50277,1
817458,,2050. (Sokak),50277,1
819432,,2051. (Sokak),50277,1
266047,,2053. (Sokak),50277,1
451637,,2054. (Sokak),50277,1
266048,,2055. (Sokak),50277,1
266049,,2055/1. (Sokak),50277,1
266050,,2055/2. (Sokak),50277,1
451638,,2055/3. (Sokak),50277,1
266051,,2055/5. (Sokak),50277,1
266052,,2056. (Sokak),50277,1
266053,,2057. (Sokak),50277,1
451639,,2058. (Sokak),50277,1
266054,,2058/1. (Sokak),50277,1
266055,,2059. (Sokak),50277,1
451640,,2060. (Sokak),50277,1
266056,,2061. (Sokak),50277,1
266057,,2061/1. (Sokak),50277,1
266058,,2061/2. (Sokak),50277,1
451641,,2061/3. (Sokak),50277,1
266059,,2062. (Sokak),50277,1
266060,,2063. (Sokak),50277,1
266061,,2064. (Sokak),50277,1
444888,,2065. (Sokak),50277,1
266062,,2066. (Sokak),50277,1
266063,,2067. (Sokak),50277,1
444889,,2068. (Sokak),50277,1
266064,,2069. (Sokak),50277,1
266065,,23 NİSAN (Cadde),50277,1
857694,,ANADOLU (Cadde),50277,1
818435,,BAHARDERE (Cadde),50277,1
444890,,EMEKTARLAR (Cadde),50277,1
266067,,ESENLER (Cadde),50277,1
392691210,,SOMA MADEN ŞEHİTLERİ (Bulvar),50277,1
819658,,ŞEHİT MEHMET KARTAL (Cadde),50277,1
266068,,ULUS (Cadde),50277,1
266069,,YASA (Cadde),50277,1
444891,,YAŞAR DOĞU (Cadde),50277,1
266070,,YEŞİLTEPE (Cadde),50277,1
829698,,1308/7. (Sokak),50279,1
266698,,1401. (Sokak),50279,1
266699,,1402. (Sokak),50279,1
266700,,1403. (Sokak),50279,1
266701,,1403/1. (Sokak),50279,1
419873,,1403/2. (Sokak),50279,1
448668,,1404. (Sokak),50279,1
266702,,1405. (Sokak),50279,1
731062,,1405/1. (Sokak),50279,1
734210,,1405/2. (Sokak),50279,1
266703,,1406. (Sokak),50279,1
726300,,1406/1. (Sokak),50279,1
266704,,1407. (Sokak),50279,1
448669,,1408. (Sokak),50279,1
266705,,1409. (Sokak),50279,1
266706,,1409/1. (Sokak),50279,1
408949,,1409/2. (Sokak),50279,1
448670,,1410. (Sokak),50279,1
733947,,1410/1. (Sokak),50279,1
266707,,1411. (Sokak),50279,1
266708,,1412. (Sokak),50279,1
266709,,1413. (Sokak),50279,1
448671,,1414. (Sokak),50279,1
408940,,1414/1. (Sokak),50279,1
266710,,1415. (Sokak),50279,1
266711,,1416. (Sokak),50279,1
259217,,1416/1. (Sokak),50279,1
448672,,1417. (Sokak),50279,1
266712,,1418. (Sokak),50279,1
266713,,1419. (Sokak),50279,1
266714,,1420. (Sokak),50279,1
448673,,1420/1. (Sokak),50279,1
261327,,1420/2. (Sokak),50279,1
266142,,1421. (Sokak),50279,1
447494,,1421/1. (Sokak),50279,1
710889,,1421/2. (Sokak),50279,1
734211,,1421/3. (Sokak),50279,1
266143,,1422. (Sokak),50279,1
266144,,1422/1. (Sokak),50279,1
266145,,1423. (Sokak),50279,1
447495,,1423/1. (Sokak),50279,1
266146,,1424. (Sokak),50279,1
266147,,1425. (Sokak),50279,1
266148,,1425/1. (Sokak),50279,1
447496,,1426. (Sokak),50279,1
266149,,1426/1. (Sokak),50279,1
266150,,1426/2. (Sokak),50279,1
266151,,1426/3. (Sokak),50279,1
447497,,1427. (Sokak),50279,1
76984,,1427/1. (Sokak),50279,1
723258,,1427/2. (Sokak),50279,1
266152,,1427/3. (Sokak),50279,1
447498,,1428. (Sokak),50279,1
266153,,1429. (Sokak),50279,1
266154,,1430. (Sokak),50279,1
266155,,1430/1. (Sokak),50279,1
447499,,1431. (Sokak),50279,1
267852,,1432. (Sokak),50279,1
267853,,1433. (Sokak),50279,1
267854,,1434. (Sokak),50279,1
447500,,1435. (Sokak),50279,1
267855,,1436. (Sokak),50279,1
267856,,1437. (Sokak),50279,1
447501,,1438. (Sokak),50279,1
267857,,1438/1. (Sokak),50279,1
721169,,1438/2. (Sokak),50279,1
267858,,1439. (Sokak),50279,1
267859,,1440. (Sokak),50279,1
447502,,1441. (Sokak),50279,1
267860,,1442. (Sokak),50279,1
361413,,1443. (Sokak),50279,1
267861,,1444. (Sokak),50279,1
702186,,1444/1. (Sokak),50279,1
447503,,1445. (Sokak),50279,1
267863,,1445/10. (Sokak),50279,1
707250,,1445/11. (Sokak),50279,1
705135,,1445/12. (Sokak),50279,1
270560,,1445/13. (Sokak),50279,1
705883,,1445/14. (Sokak),50279,1
37149,,1445/15. (Sokak),50279,1
712774,,1445/17. (Sokak),50279,1
361414,,1445/2. (Sokak),50279,1
267864,,1445/3. (Sokak),50279,1
447504,,1445/4. (Sokak),50279,1
267865,,1445/5. (Sokak),50279,1
267866,,1445/6. (Sokak),50279,1
361415,,1445/7. (Sokak),50279,1
267867,,1445/8. (Sokak),50279,1
447505,,1445/9. (Sokak),50279,1
267868,,1446. (Sokak),50279,1
267869,,1447. (Sokak),50279,1
361416,,1448. (Sokak),50279,1
267870,,1449. (Sokak),50279,1
447506,,1450. (Sokak),50279,1
267871,,1451. (Sokak),50279,1
267872,,1452. (Sokak),50279,1
714901,,1454. (Sokak),50279,1
719891,,1455. (Sokak),50279,1
447507,,1456. (Sokak),50279,1
240063,,1458. (Sokak),50279,1
267873,,1459. (Sokak),50279,1
267874,,1460. (Sokak),50279,1
267875,,1461. (Sokak),50279,1
447508,,1462. (Sokak),50279,1
267876,,1463. (Sokak),50279,1
361418,,1464. (Sokak),50279,1
267877,,1465. (Sokak),50279,1
447509,,1466. (Sokak),50279,1
267878,,1467. (Sokak),50279,1
361419,,1468. (Sokak),50279,1
267879,,1468/1. (Sokak),50279,1
267880,,1469. (Sokak),50279,1
447816,,1470. (Sokak),50279,1
724271,,1470/1. (Sokak),50279,1
267881,,1471. (Sokak),50279,1
267882,,1472. (Sokak),50279,1
361420,,1473. (Sokak),50279,1
245330,,1474. (Sokak),50279,1
419874,,1474/1. (Sokak),50279,1
267883,,1475. (Sokak),50279,1
447817,,1476. (Sokak),50279,1
267884,,1477. (Sokak),50279,1
386262,,1477/1. (Sokak),50279,1
267885,,1478. (Sokak),50279,1
361421,,1479. (Sokak),50279,1
447818,,1480. (Sokak),50279,1
267886,,1481. (Sokak),50279,1
267887,,1482. (Sokak),50279,1
719492,,1483. (Sokak),50279,1
722732,,1484. (Sokak),50279,1
722730,,1485. (Sokak),50279,1
267888,,1486. (Sokak),50279,1
269111,,1488. (Sokak),50279,1
728041,,1488/1. (Sokak),50279,1
269113,,1488/2. (Sokak),50279,1
451345,,1488/3. (Sokak),50279,1
269112,,1488/4. (Sokak),50279,1
732708,,1488/5. (Sokak),50279,1
488146,,1488/6. (Sokak),50279,1
729447,,1489. (Sokak),50279,1
737892,,1489/1. (Sokak),50279,1
737893,,1489/2. (Sokak),50279,1
729448,,1489/3. (Sokak),50279,1
487400,,1490. (Sokak),50279,1
361922,,1490/1. (Sokak),50279,1
738839,,1490/2. (Sokak),50279,1
737889,,1490/3. (Sokak),50279,1
451344,,1491. (Sokak),50279,1
269110,,1491/1. (Sokak),50279,1
269109,,1491/2. (Sokak),50279,1
487705,,1491/3. (Sokak),50279,1
738867,,1492. (Sokak),50279,1
738866,,1492/1. (Sokak),50279,1
269108,,1492/2. (Sokak),50279,1
729922,,1492/3. (Sokak),50279,1
729923,,1492/4. (Sokak),50279,1
451343,,1492/5. (Sokak),50279,1
472377,,1492/6. (Sokak),50279,1
712267,,1492/7. (Sokak),50279,1
269114,,1493. (Sokak),50279,1
361923,,1493/1. (Sokak),50279,1
493584,,1493/2. (Sokak),50279,1
131492,,1493/3. (Sokak),50279,1
729446,,1493/4. (Sokak),50279,1
782642,,1493/6. (Sokak),50279,1
728042,,1494. (Sokak),50279,1
451346,,1494/1. (Sokak),50279,1
488111,,1494/2. (Sokak),50279,1
728045,,1494/3. (Sokak),50279,1
478835,,1494/4. (Sokak),50279,1
269115,,1494/5. (Sokak),50279,1
268116,,1495. (Sokak),50279,1
672302,,1495/1. (Sokak),50279,1
446737,,1495/2. (Sokak),50279,1
818436,,1495/3. (Sokak),50279,1
672301,,1496. (Sokak),50279,1
311662,,1496/1. (Sokak),50279,1
34159699,,3001. (Sokak),50279,1
447819,,BEYAZIT (Cadde),50279,1
267889,,BIRLIK (Cadde),50279,1
954952,,D-100 KARAYOLU (Cadde),50279,1
267890,,ESATBEY (Cadde),50279,1
849083,,ESKİHİSAR (Cadde),50279,1
955182,,ESKİHİSAR FERİBOT YOLU (Cadde),50279,1
189227,,GÜNEY YANYOL (Cadde),50279,1
447493,,İSTASYON (Cadde),50279,1
448667,,PLEVNE (Cadde),50279,1
450739,,POLATKAN (Cadde),50279,1
266140,,ŞEHIT ABDULLAH HOROZ (Cadde),50279,1
266141,,ŞEHİT MÜCAHİT OKUR (Cadde),50279,1
266139,,TOPÇULAR (Cadde),50279,1
952676,,326/2. (Sokak),50280,1
267082,,501. (Sokak),50280,1
448688,,502. (Sokak),50280,1
691742,,502/1. (Sokak),50280,1
691743,,502/2. (Sokak),50280,1
690185,,502/3. (Sokak),50280,1
690186,,502/4. (Sokak),50280,1
267083,,503. (Sokak),50280,1
268347,,504. (Sokak),50280,1
430736,,504/1. (Sokak),50280,1
448689,,505. (Sokak),50280,1
688072,,505/1. (Sokak),50280,1
690207,,505/2. (Sokak),50280,1
268348,,506. (Sokak),50280,1
268349,,507. (Sokak),50280,1
268350,,508. (Sokak),50280,1
448690,,508/1. (Sokak),50280,1
268351,,508/2. (Sokak),50280,1
690563,,508/3. (Sokak),50280,1
268352,,509. (Sokak),50280,1
448691,,509/1. (Sokak),50280,1
268353,,509/2. (Sokak),50280,1
268354,,509/3. (Sokak),50280,1
268355,,509/4. (Sokak),50280,1
448692,,509/5. (Sokak),50280,1
691931,,509/6. (Sokak),50280,1
691932,,509/7. (Sokak),50280,1
268356,,510. (Sokak),50280,1
268357,,511. (Sokak),50280,1
268358,,512. (Sokak),50280,1
386566,,512/1. (Sokak),50280,1
22740,,512/2. (Sokak),50280,1
448693,,513. (Sokak),50280,1
268359,,514. (Sokak),50280,1
268360,,515. (Sokak),50280,1
448694,,516. (Sokak),50280,1
268361,,517. (Sokak),50280,1
268362,,518. (Sokak),50280,1
361436,,519. (Sokak),50280,1
268363,,520. (Sokak),50280,1
448695,,521. (Sokak),50280,1
268364,,522. (Sokak),50280,1
473775,,523. (Sokak),50280,1
268365,,523/1. (Sokak),50280,1
362819,,523/2. (Sokak),50280,1
268366,,524. (Sokak),50280,1
450361,,525. (Sokak),50280,1
268367,,525/1. (Sokak),50280,1
268368,,526. (Sokak),50280,1
477266,,526/1. (Sokak),50280,1
266715,,527. (Sokak),50280,1
266716,,528. (Sokak),50280,1
474702,,528/1. (Sokak),50280,1
475060,,528/2. (Sokak),50280,1
266717,,529. (Sokak),50280,1
716748,,529/2. (Sokak),50280,1
448674,,530. (Sokak),50280,1
266718,,530/1. (Sokak),50280,1
266719,,530/2. (Sokak),50280,1
856322,,530/3. (Sokak),50280,1
856332,,530/4. (Sokak),50280,1
448675,,531. (Sokak),50280,1
266720,,531/1. (Sokak),50280,1
266721,,531/2. (Sokak),50280,1
266722,,531/3. (Sokak),50280,1
448676,,532. (Sokak),50280,1
266723,,532/1. (Sokak),50280,1
266724,,532/2. (Sokak),50280,1
266725,,532/3. (Sokak),50280,1
266726,,533. (Sokak),50280,1
713790,,533/1. (Sokak),50280,1
266727,,534. (Sokak),50280,1
448677,,535. (Sokak),50280,1
266728,,535/1. (Sokak),50280,1
266729,,535/2. (Sokak),50280,1
266730,,536. (Sokak),50280,1
448678,,536/1. (Sokak),50280,1
267056,,536/2. (Sokak),50280,1
367899,,536/3. (Sokak),50280,1
267057,,537. (Sokak),50280,1
267058,,537/1. (Sokak),50280,1
448679,,537/2. (Sokak),50280,1
267059,,537/3. (Sokak),50280,1
267060,,537/4. (Sokak),50280,1
267061,,538. (Sokak),50280,1
294194,,538/1. (Sokak),50280,1
448680,,539. (Sokak),50280,1
267062,,539/1. (Sokak),50280,1
267063,,539/2. (Sokak),50280,1
448681,,540. (Sokak),50280,1
267064,,541. (Sokak),50280,1
267066,,542. (Sokak),50280,1
448682,,543. (Sokak),50280,1
267067,,543/1. (Sokak),50280,1
202067,,543/2. (Sokak),50280,1
202068,,543/3. (Sokak),50280,1
267068,,544. (Sokak),50280,1
448683,,545. (Sokak),50280,1
267069,,546. (Sokak),50280,1
267070,,547. (Sokak),50280,1
267071,,547/1. (Sokak),50280,1
448684,,548. (Sokak),50280,1
267072,,548/1. (Sokak),50280,1
202083,,548/2. (Sokak),50280,1
267073,,549. (Sokak),50280,1
267074,,550. (Sokak),50280,1
448685,,551. (Sokak),50280,1
267075,,552. (Sokak),50280,1
267076,,553. (Sokak),50280,1
448686,,554. (Sokak),50280,1
434150,,555. (Sokak),50280,1
226466,,555/2. (Sokak),50280,1
434151,,556. (Sokak),50280,1
434152,,556/1. (Sokak),50280,1
429852,,556/2. (Sokak),50280,1
429854,,557. (Sokak),50280,1
429855,,558. (Sokak),50280,1
226468,,558/1. (Sokak),50280,1
434153,,558/2. (Sokak),50280,1
434154,,559. (Sokak),50280,1
856334,,559/1. (Sokak),50280,1
434155,,560. (Sokak),50280,1
429860,,560/1. (Sokak),50280,1
434156,,560/2. (Sokak),50280,1
429862,,560/3. (Sokak),50280,1
856335,,561. (Sokak),50280,1
226469,,562. (Sokak),50280,1
429864,,563. (Sokak),50280,1
429866,,563/1. (Sokak),50280,1
429867,,564. (Sokak),50280,1
226470,,565. (Sokak),50280,1
226471,,566. (Sokak),50280,1
226472,,567. (Sokak),50280,1
226473,,568. (Sokak),50280,1
227778,,568/1. (Sokak),50280,1
430739,,568/2. (Sokak),50280,1
227780,,569. (Sokak),50280,1
227782,,570. (Sokak),50280,1
223908,,571. (Sokak),50280,1
430738,,572. (Sokak),50280,1
223909,,572/1. (Sokak),50280,1
434157,,573. (Sokak),50280,1
833843,,573/1. (Sokak),50280,1
434158,,574. (Sokak),50280,1
